append   Pycket        MicroBenches    0  1  9000000     mean:    5708.9  [  5667.1,    5750.7]
append   Racket        MicroBenches    0  1  10000000    mean:    5428.2  [  5404.2,    5452.2]
append   Racket        MicroBenches    0  1  1000000     mean:     411.9  [   408.2,     415.6]
append   Racket        MicroBenches    0  1  11000000    mean:    6009.4  [  5971.5,    6047.3]
append   Racket        MicroBenches    0  1  12000000    mean:    6390.3  [  6341.5,    6439.1]
append   Racket        MicroBenches    0  1  13000000    mean:    6814.0  [  6760.0,    6868.0]
append   Racket        MicroBenches    0  1  14000000    mean:    7158.4  [  7083.1,    7233.7]
append   Racket        MicroBenches    0  1  15000000    mean:    7627.1  [  7537.7,    7716.5]
append   Racket        MicroBenches    0  1  16000000    mean:    7940.0  [  7891.2,    7988.8]
append   Racket        MicroBenches    0  1  17000000    mean:    8253.0  [  8201.4,    8304.6]
append   Racket        MicroBenches    0  1  18000000    mean:    8824.4  [  8741.2,    8907.6]
append   Racket        MicroBenches    0  1  19000000    mean:   12363.6  [ 12281.6,   12445.6]
append   Racket        MicroBenches    0  1  20000000    mean:   14595.6  [ 14430.0,   14761.2]
append   Racket        MicroBenches    0  1  2000000     mean:     476.2  [   474.9,     477.5]
append   Racket        MicroBenches    0  1  3000000     mean:    2118.5  [  2095.3,    2141.7]
append   Racket        MicroBenches    0  1  4000000     mean:    1783.9  [  1774.5,    1793.3]
append   Racket        MicroBenches    0  1  5000000     mean:    1299.2  [  1292.9,    1305.5]
append   Racket        MicroBenches    0  1  6000000     mean:    2969.9  [  2955.1,    2984.7]
append   Racket        MicroBenches    0  1  7000000     mean:    3516.2  [  3485.1,    3547.3]
append   Racket        MicroBenches    0  1  8000000     mean:    5336.0  [  5282.1,    5389.9]
append   Racket        MicroBenches    0  1  9000000     mean:    5735.3  [  5696.9,    5773.7]
append   SMLNJ         MicroBenches    0  1  10000000    mean:  146104.3  [145864.4,  146344.2]
append   SMLNJ         MicroBenches    0  1  1000000     mean:    1056.5  [  1041.7,    1071.2]
append   SMLNJ         MicroBenches    0  1  11000000    mean:  179096.0  [178564.9,  179627.1]
append   SMLNJ         MicroBenches    0  1  12000000    mean:  220558.2  [220070.2,  221046.2]
append   SMLNJ         MicroBenches    0  1  13000000    mean:  264326.9  [263272.7,  265381.1]
append   SMLNJ         MicroBenches    0  1  14000000    mean:  306967.2  [306502.5,  307431.9]
append   SMLNJ         MicroBenches    0  1  15000000    mean:  358912.8  [358100.4,  359725.3]
append   SMLNJ         MicroBenches    0  1  16000000    mean:  408837.6  [407552.0,  410123.1]
append   SMLNJ         MicroBenches    0  1  17000000    mean:  466548.8  [465709.4,  467388.1]
append   SMLNJ         MicroBenches    0  1  18000000    mean:  534915.0  [525775.0,  544055.1]
append   SMLNJ         MicroBenches    0  1  19000000    mean:  594031.5  [592938.7,  595124.4]
append   SMLNJ         MicroBenches    0  1  20000000    mean:  665557.2  [663555.3,  667559.1]
append   SMLNJ         MicroBenches    0  1  2000000     mean:    2052.9  [  2030.3,    2075.6]
append   SMLNJ         MicroBenches    0  1  3000000     mean:    4107.9  [  4062.6,    4153.1]
append   SMLNJ         MicroBenches    0  1  4000000     mean:    5206.7  [  5064.6,    5348.8]
append   SMLNJ         MicroBenches    0  1  5000000     mean:   14894.1  [ 14799.7,   14988.6]
append   SMLNJ         MicroBenches    0  1  6000000     mean:   31769.2  [ 31615.4,   31923.0]
append   SMLNJ         MicroBenches    0  1  7000000     mean:   54516.6  [ 54321.5,   54711.7]
append   SMLNJ         MicroBenches    0  1  8000000     mean:   83914.0  [ 83786.7,   84041.4]
append   SMLNJ         MicroBenches    0  1  9000000     mean:  114450.8  [114097.1,  114804.4]
filter   Lamb          MicroBenches    0  1  10000000    mean:    1058.1  [  1051.4,    1064.7]
filter   Lamb          MicroBenches    0  1  1000000     mean:     104.8  [   102.0,     107.6]
filter   Lamb          MicroBenches    0  1  11000000    mean:    1123.7  [  1112.6,    1134.8]
filter   Lamb          MicroBenches    0  1  12000000    mean:    1430.5  [  1420.6,    1440.3]
filter   Lamb          MicroBenches    0  1  13000000    mean:    1379.3  [  1371.7,    1386.8]
filter   Lamb          MicroBenches    0  1  14000000    mean:    1497.7  [  1486.1,    1509.3]
filter   Lamb          MicroBenches    0  1  15000000    mean:    1578.1  [  1564.4,    1591.8]
filter   Lamb          MicroBenches    0  1  16000000    mean:    1712.9  [  1702.4,    1723.4]
filter   Lamb          MicroBenches    0  1  17000000    mean:    2123.3  [  2117.5,    2129.2]
filter   Lamb          MicroBenches    0  1  18000000    mean:    2236.1  [  2227.0,    2245.3]
filter   Lamb          MicroBenches    0  1  19000000    mean:    2374.9  [  2312.1,    2437.8]
filter   Lamb          MicroBenches    0  1  20000000    mean:    2441.0  [  2391.2,    2490.7]
filter   Lamb          MicroBenches    0  1  2000000     mean:     203.6  [   199.9,     207.3]
filter   Lamb          MicroBenches    0  1  3000000     mean:     282.4  [   280.1,     284.7]
filter   Lamb          MicroBenches    0  1  4000000     mean:     290.8  [   287.7,     294.0]
filter   Lamb          MicroBenches    0  1  5000000     mean:     453.2  [   450.7,     455.8]
filter   Lamb          MicroBenches    0  1  6000000     mean:     502.8  [   497.9,     507.8]
filter   Lamb          MicroBenches    0  1  7000000     mean:     636.4  [   632.9,     639.9]
filter   Lamb          MicroBenches    0  1  8000000     mean:     697.6  [   693.0,     702.3]
filter   Lamb          MicroBenches    0  1  9000000     mean:     970.9  [   959.9,     981.8]
filter   LambUncached  MicroBenches    0  1  10000000    mean:    1080.1  [  1063.0,    1097.1]
filter   LambUncached  MicroBenches    0  1  1000000     mean:     112.4  [   107.9,     116.9]
filter   LambUncached  MicroBenches    0  1  11000000    mean:    1138.1  [  1124.4,    1151.8]
filter   LambUncached  MicroBenches    0  1  12000000    mean:    1435.3  [  1430.0,    1440.5]
filter   LambUncached  MicroBenches    0  1  13000000    mean:    1378.1  [  1371.5,    1384.6]
filter   LambUncached  MicroBenches    0  1  14000000    mean:    1524.5  [  1476.1,    1572.9]
filter   LambUncached  MicroBenches    0  1  15000000    mean:    1578.5  [  1570.8,    1586.2]
filter   LambUncached  MicroBenches    0  1  16000000    mean:    1713.3  [  1701.4,    1725.2]
filter   LambUncached  MicroBenches    0  1  17000000    mean:    2132.1  [  2121.5,    2142.8]
filter   LambUncached  MicroBenches    0  1  18000000    mean:    2256.5  [  2205.7,    2307.4]
filter   LambUncached  MicroBenches    0  1  19000000    mean:    2351.7  [  2335.7,    2367.8]
filter   LambUncached  MicroBenches    0  1  20000000    mean:    2434.6  [  2419.1,    2450.0]
filter   LambUncached  MicroBenches    0  1  2000000     mean:     209.2  [   206.6,     211.8]
filter   LambUncached  MicroBenches    0  1  3000000     mean:     292.0  [   288.4,     295.6]
filter   LambUncached  MicroBenches    0  1  4000000     mean:     298.0  [   295.4,     300.7]
filter   LambUncached  MicroBenches    0  1  5000000     mean:     458.0  [   453.7,     462.3]
filter   LambUncached  MicroBenches    0  1  6000000     mean:     514.4  [   506.5,     522.3]
filter   LambUncached  MicroBenches    0  1  7000000     mean:     650.0  [   636.7,     663.4]
filter   LambUncached  MicroBenches    0  1  8000000     mean:     700.8  [   695.1,     706.5]
filter   LambUncached  MicroBenches    0  1  9000000     mean:     977.7  [   970.4,     984.9]
filter   MLton         MicroBenches    0  1  10000000    mean:    1029.3  [  1026.5,    1032.1]
filter   MLton         MicroBenches    0  1  1000000     mean:      63.2  [    62.9,      63.6]
filter   MLton         MicroBenches    0  1  11000000    mean:    1061.3  [  1059.2,    1063.4]
filter   MLton         MicroBenches    0  1  12000000    mean:    1095.4  [  1092.1,    1098.7]
filter   MLton         MicroBenches    0  1  13000000    mean:    1131.9  [  1129.0,    1134.9]
filter   MLton         MicroBenches    0  1  14000000    mean:    1675.9  [  1673.0,    1678.7]
filter   MLton         MicroBenches    0  1  15000000    mean:    1772.7  [  1770.1,    1775.3]
filter   MLton         MicroBenches    0  1  16000000    mean:    1880.0  [  1876.0,    1884.0]
filter   MLton         MicroBenches    0  1  17000000    mean:    1994.1  [  1991.6,    1996.7]
filter   MLton         MicroBenches    0  1  18000000    mean:    2204.5  [  2200.8,    2208.2]
filter   MLton         MicroBenches    0  1  19000000    mean:    2306.1  [  2298.2,    2314.0]
filter   MLton         MicroBenches    0  1  20000000    mean:    2467.9  [  2465.7,    2470.0]
filter   MLton         MicroBenches    0  1  2000000     mean:     277.6  [   275.4,     279.8]
filter   MLton         MicroBenches    0  1  3000000     mean:     168.2  [   167.5,     168.8]
filter   MLton         MicroBenches    0  1  4000000     mean:     252.2  [   251.1,     253.3]
filter   MLton         MicroBenches    0  1  5000000     mean:     294.0  [   293.4,     294.6]
filter   MLton         MicroBenches    0  1  6000000     mean:     325.3  [   322.5,     328.1]
filter   MLton         MicroBenches    0  1  7000000     mean:     465.0  [   463.7,     466.4]
filter   MLton         MicroBenches    0  1  8000000     mean:     498.8  [   497.6,     500.0]
filter   MLton         MicroBenches    0  1  9000000     mean:     998.1  [   995.9,    1000.2]
filter   OCaml         MicroBenches    0  1  10000000    mean:    3165.7  [  3161.6,    3169.8]
filter   OCaml         MicroBenches    0  1  1000000     mean:     152.5  [   151.8,     153.2]
filter   OCaml         MicroBenches    0  1  11000000    mean:    3631.0  [  3625.0,    3636.9]
filter   OCaml         MicroBenches    0  1  12000000    mean:    3774.9  [  3768.5,    3781.2]
filter   OCaml         MicroBenches    0  1  13000000    mean:    4337.4  [  4329.5,    4345.2]
filter   OCaml         MicroBenches    0  1  14000000    mean:    5422.2  [  5409.4,    5435.0]
filter   OCaml         MicroBenches    0  1  15000000    mean:    6033.4  [  6023.7,    6043.2]
filter   OCaml         MicroBenches    0  1  16000000    mean:    6683.8  [  6629.3,    6738.4]
filter   OCaml         MicroBenches    0  1  17000000    mean:    6919.4  [  6914.3,    6924.6]
filter   OCaml         MicroBenches    0  1  18000000    mean:    7657.3  [  7651.3,    7663.2]
filter   OCaml         MicroBenches    0  1  19000000    mean:    8322.4  [  8312.6,    8332.2]
filter   OCaml         MicroBenches    0  1  20000000    mean:    9998.5  [  9959.8,   10037.2]
filter   OCaml         MicroBenches    0  1  2000000     mean:     277.6  [   274.5,     280.6]
filter   OCaml         MicroBenches    0  1  3000000     mean:     455.8  [   451.4,     460.2]
filter   OCaml         MicroBenches    0  1  4000000     mean:     700.0  [   696.0,     704.0]
filter   OCaml         MicroBenches    0  1  5000000     mean:    1097.0  [  1094.4,    1099.6]
filter   OCaml         MicroBenches    0  1  6000000     mean:    1255.6  [  1252.4,    1258.8]
filter   OCaml         MicroBenches    0  1  7000000     mean:    1811.5  [  1805.2,    1817.9]
filter   OCaml         MicroBenches    0  1  8000000     mean:    1974.4  [  1971.8,    1977.1]
filter   OCaml         MicroBenches    0  1  9000000     mean:    2389.4  [  2382.7,    2396.1]
filter   Pycket        MicroBenches    0  1  10000000    mean:    4383.7  [  4371.2,    4396.2]
filter   Pycket        MicroBenches    0  1  1000000     mean:     271.6  [   269.9,     273.3]
filter   Pycket        MicroBenches    0  1  11000000    mean:    4727.7  [  4704.7,    4750.7]
filter   Pycket        MicroBenches    0  1  12000000    mean:    5053.2  [  5031.6,    5074.8]
filter   Pycket        MicroBenches    0  1  13000000    mean:    5495.1  [  5472.5,    5517.7]
filter   Pycket        MicroBenches    0  1  14000000    mean:    5928.2  [  5906.3,    5950.1]
filter   Pycket        MicroBenches    0  1  15000000    mean:    8423.2  [  8371.5,    8474.9]
filter   Pycket        MicroBenches    0  1  16000000    mean:    8726.0  [  8693.6,    8758.4]
filter   Pycket        MicroBenches    0  1  17000000    mean:    9274.8  [  9238.7,    9310.9]
filter   Pycket        MicroBenches    0  1  18000000    mean:    9566.0  [  9528.4,    9603.6]
filter   Pycket        MicroBenches    0  1  19000000    mean:    8522.6  [  8487.2,    8558.0]
filter   Pycket        MicroBenches    0  1  20000000    mean:    8855.4  [  8826.0,    8884.8]
filter   Pycket        MicroBenches    0  1  2000000     mean:     729.9  [   726.8,     733.0]
filter   Pycket        MicroBenches    0  1  3000000     mean:    1305.7  [  1293.8,    1317.6]
filter   Pycket        MicroBenches    0  1  4000000     mean:    1688.1  [  1674.0,    1702.2]
filter   Pycket        MicroBenches    0  1  5000000     mean:    2147.0  [  2124.3,    2169.7]
filter   Pycket        MicroBenches    0  1  6000000     mean:    2436.0  [  2430.0,    2442.0]
filter   Pycket        MicroBenches    0  1  7000000     mean:    3864.5  [  3829.4,    3899.6]
filter   Pycket        MicroBenches    0  1  8000000     mean:    3601.8  [  3587.3,    3616.3]
filter   Pycket        MicroBenches    0  1  9000000     mean:    4049.0  [  4038.5,    4059.5]
filter   Racket        MicroBenches    0  1  10000000    mean:    4392.7  [  4367.7,    4417.7]
filter   Racket        MicroBenches    0  1  1000000     mean:     271.6  [   269.8,     273.4]
filter   Racket        MicroBenches    0  1  11000000    mean:    4734.7  [  4714.3,    4755.1]
filter   Racket        MicroBenches    0  1  12000000    mean:    5052.2  [  5037.8,    5066.6]
filter   Racket        MicroBenches    0  1  13000000    mean:    5474.0  [  5458.9,    5489.1]
filter   Racket        MicroBenches    0  1  14000000    mean:    5947.0  [  5935.5,    5958.5]
filter   Racket        MicroBenches    0  1  15000000    mean:    8417.8  [  8382.1,    8453.5]
filter   Racket        MicroBenches    0  1  16000000    mean:    8691.9  [  8645.8,    8738.0]
filter   Racket        MicroBenches    0  1  17000000    mean:    9266.5  [  9228.2,    9304.8]
filter   Racket        MicroBenches    0  1  18000000    mean:    9563.3  [  9530.5,    9596.1]
filter   Racket        MicroBenches    0  1  19000000    mean:    8511.4  [  8480.6,    8542.2]
filter   Racket        MicroBenches    0  1  20000000    mean:    8838.6  [  8803.0,    8874.2]
filter   Racket        MicroBenches    0  1  2000000     mean:     736.2  [   726.1,     746.3]
filter   Racket        MicroBenches    0  1  3000000     mean:    1302.6  [  1289.0,    1316.2]
filter   Racket        MicroBenches    0  1  4000000     mean:    1691.3  [  1681.4,    1701.2]
filter   Racket        MicroBenches    0  1  5000000     mean:    2135.0  [  2125.8,    2144.2]
filter   Racket        MicroBenches    0  1  6000000     mean:    2429.8  [  2423.1,    2436.5]
filter   Racket        MicroBenches    0  1  7000000     mean:    3850.2  [  3827.4,    3873.0]
filter   Racket        MicroBenches    0  1  8000000     mean:    3619.8  [  3605.3,    3634.3]
filter   Racket        MicroBenches    0  1  9000000     mean:    4070.1  [  4052.5,    4087.7]
filter   SMLNJ         MicroBenches    0  1  10000000    mean:   20666.9  [ 20542.1,   20791.7]
filter   SMLNJ         MicroBenches    0  1  1000000     mean:     376.0  [   367.8,     384.2]
filter   SMLNJ         MicroBenches    0  1  11000000    mean:   27083.3  [ 26964.3,   27202.3]
filter   SMLNJ         MicroBenches    0  1  12000000    mean:   33522.9  [ 33362.5,   33683.3]
filter   SMLNJ         MicroBenches    0  1  13000000    mean:   40260.1  [ 39705.6,   40814.6]
filter   SMLNJ         MicroBenches    0  1  14000000    mean:   49415.9  [ 48234.3,   50597.4]
filter   SMLNJ         MicroBenches    0  1  15000000    mean:   56888.0  [ 56154.2,   57621.8]
filter   SMLNJ         MicroBenches    0  1  16000000    mean:   68233.5  [ 66391.9,   70075.0]
filter   SMLNJ         MicroBenches    0  1  17000000    mean:   75624.3  [ 75396.5,   75852.1]
filter   SMLNJ         MicroBenches    0  1  18000000    mean:   89878.4  [ 88464.3,   91292.6]
filter   SMLNJ         MicroBenches    0  1  19000000    mean:  100597.1  [ 99341.8,  101852.4]
filter   SMLNJ         MicroBenches    0  1  20000000    mean:  112650.2  [112439.3,  112861.2]
filter   SMLNJ         MicroBenches    0  1  2000000     mean:     864.1  [   848.8,     879.3]
filter   SMLNJ         MicroBenches    0  1  3000000     mean:    1441.3  [  1423.1,    1459.4]
filter   SMLNJ         MicroBenches    0  1  4000000     mean:    2955.4  [  2918.3,    2992.5]
filter   SMLNJ         MicroBenches    0  1  5000000     mean:    2889.4  [  2865.0,    2913.8]
filter   SMLNJ         MicroBenches    0  1  6000000     mean:    3897.8  [  3840.3,    3955.4]
filter   SMLNJ         MicroBenches    0  1  7000000     mean:    4813.9  [  4750.7,    4877.1]
filter   SMLNJ         MicroBenches    0  1  8000000     mean:   10007.4  [  9879.2,   10135.6]
filter   SMLNJ         MicroBenches    0  1  9000000     mean:   15851.8  [ 15790.4,   15913.2]
map      Lamb          MicroBenches    0  1  10000000    mean:    4495.9  [  4476.0,    4515.8]
map      Lamb          MicroBenches    0  1  1000000     mean:     356.8  [   349.3,     364.4]
map      Lamb          MicroBenches    0  1  11000000    mean:    5037.1  [  5010.9,    5063.3]
map      Lamb          MicroBenches    0  1  12000000    mean:    5796.4  [  5711.9,    5880.8]
map      Lamb          MicroBenches    0  1  13000000    mean:    6088.8  [  6042.3,    6135.2]
map      Lamb          MicroBenches    0  1  14000000    mean:    6490.4  [  6460.9,    6520.0]
map      Lamb          MicroBenches    0  1  15000000    mean:    7083.2  [  7034.8,    7131.6]
map      Lamb          MicroBenches    0  1  16000000    mean:    7773.7  [  7627.1,    7920.3]
map      Lamb          MicroBenches    0  1  17000000    mean:    8507.3  [  8461.8,    8552.9]
map      Lamb          MicroBenches    0  1  18000000    mean:    8687.3  [  8652.9,    8721.8]
map      Lamb          MicroBenches    0  1  19000000    mean:    9206.6  [  9073.7,    9339.4]
map      Lamb          MicroBenches    0  1  20000000    mean:    9720.6  [  9677.5,    9763.7]
map      Lamb          MicroBenches    0  1  2000000     mean:     808.1  [   793.0,     823.1]
map      Lamb          MicroBenches    0  1  3000000     mean:    1214.5  [  1203.6,    1225.3]
map      Lamb          MicroBenches    0  1  4000000     mean:    1676.5  [  1654.5,    1698.5]
map      Lamb          MicroBenches    0  1  5000000     mean:    2124.1  [  2111.1,    2137.2]
map      Lamb          MicroBenches    0  1  6000000     mean:    2577.4  [  2555.3,    2599.4]
map      Lamb          MicroBenches    0  1  7000000     mean:    3063.0  [  3014.6,    3111.4]
map      Lamb          MicroBenches    0  1  8000000     mean:    3559.0  [  3541.9,    3576.1]
map      Lamb          MicroBenches    0  1  9000000     mean:    4231.5  [  4173.8,    4289.1]
map      LambUncached  MicroBenches    0  1  10000000    mean:    4531.1  [  4494.4,    4567.8]
map      LambUncached  MicroBenches    0  1  1000000     mean:     358.4  [   347.5,     369.4]
map      LambUncached  MicroBenches    0  1  11000000    mean:    5056.3  [  4982.2,    5130.4]
map      LambUncached  MicroBenches    0  1  12000000    mean:    5785.6  [  5711.5,    5859.6]
map      LambUncached  MicroBenches    0  1  13000000    mean:    6059.6  [  6039.9,    6079.3]
map      LambUncached  MicroBenches    0  1  14000000    mean:    6507.6  [  6467.4,    6547.8]
map      LambUncached  MicroBenches    0  1  15000000    mean:    7117.2  [  7032.8,    7201.7]
map      LambUncached  MicroBenches    0  1  16000000    mean:    7647.3  [  7596.4,    7698.2]
map      LambUncached  MicroBenches    0  1  17000000    mean:    8500.1  [  8471.9,    8528.4]
map      LambUncached  MicroBenches    0  1  18000000    mean:    8673.7  [  8635.1,    8712.4]
